name,taxid,reads,relative,contributors,coverage,rank,id,agora_id
Faecalitalea cylindroides,39483,6377,0.00134670592394332,1,0.233453,species,ERR321480,Eubacterium_cylindroides_T2_87
Candidatus Phytoplasma mali,37692,94,1.98510830877642e-05,1,0.0112436,species,ERR321480,
Clostridium novyi,1542,185,3.90686209705997e-05,1,0.0052282,species,ERR321480,
[Clostridium] cellulolyticum,1521,164,3.46338045360992e-05,1,0.00290214,species,ERR321480,
Methanobrevibacter smithii,2173,8795,0.00185734335911581,1,0.341708,species,ERR321480,Methanobrevibacter_smithii_ATCC_35061
Ureaplasma diversum,42094,121,2.5552989932122e-05,1,0.00894914,species,ERR321480,
Acidaminococcus intestini,187327,330,6.96899725421508e-05,1,0.00955074,species,ERR321480,Acidaminococcus_intestini_RyC_MR95
Bacteroides vulgatus,821,302368,0.0638545988412881,1,4.21648,species,ERR321480,Bacteroides_vulgatus_ATCC_8482
Parabacteroides distasonis,823,259313,0.0547621692418871,1,3.8805,species,ERR321480,Parabacteroides_distasonis_ATCC_8503
Acholeplasma laidlawii,2148,85,1.79504474729782e-05,1,0.0040882,species,ERR321480,
Campylobacter jejuni,197,3831,0.000809037226693878,1,0.168598,species,ERR321480,Campylobacter_jejuni_jejuni_ICDCCJ07004|Campylobacter_jejuni_jejuni_M1|Campylobacter_jejuni_jejuni_NCTC_11168
Eggerthella lenta,84112,61,1.28820858335491e-05,1,0.00120916,species,ERR321480,Eggerthella_lenta_DSM_2243
Enterococcus faecalis,1351,2715,0.000573358410460423,2,0.0608731,species,ERR321480,Enterococcus_faecalis_OG1RF_ATCC_47077|Enterococcus_faecalis_TX0104|Enterococcus_faecalis_TX1322|Enterococcus_faecalis_TX2134|Enterococcus_faecalis_V583
Eggerthella sp. YY7918,502558,406,8.57397844003431e-05,1,0.00935822,species,ERR321480,Eggerthella_sp_YY7918
Odoribacter splanchnicus,28118,50059,0.0105715464711743,1,0.820586,species,ERR321480,Odoribacter_splanchnicus_1651_6_DSM_20712
Alistipes finegoldii,214856,36174,0.00763928808102959,1,0.697472,species,ERR321480,Alistipes_finegoldii_DSM_17242
Desulfovibrio desulfuricans,876,299,6.31433387578882e-05,1,0.00749207,species,ERR321480,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642
Sneathia sp. Sn35,1069640,100,2.11181734976215e-05,1,0.00541262,species,ERR321480,
Filifactor alocis,143361,50,1.05590867488107e-05,1,0.00186431,species,ERR321480,Filifactor_alocis_ATCC_35896
[Clostridium] clariflavum,288965,193,4.07580748504094e-05,1,0.00283726,species,ERR321480,Clostridium_clariflavum_DSM_19732
Selenomonas sputigena,69823,178,3.75903488257662e-05,1,0.00498995,species,ERR321480,
Bifidobacterium pseudocatenulatum,28026,603,0.000127342586190657,1,0.0187643,species,ERR321480,Bifidobacterium_pseudocatenulatum_DSM_20438
Prevotella sp. oral taxon 299,652716,267,5.63855232386493e-05,1,0.00775073,species,ERR321480,
Roseburia hominis,301301,94921,0.0200455814656773,1,1.90258,species,ERR321480,Roseburia_hominis_A2_183
Porphyromonas asaccharolytica,28123,49,1.03479050138345e-05,1,0.00161363,species,ERR321480,Porphyromonas_asaccharolytica_DSM_20707
Gottschalkia acidurici,1556,120,2.53418081971458e-05,1,0.00277969,species,ERR321480,
Acholeplasma brassicae,61635,78,1.64721753281447e-05,1,0.00299075,species,ERR321480,
Eubacterium rectale,39491,74711,0.015777598601808,3,1.53793,species,ERR321480,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
Bacteroides thetaiotaomicron,818,204417,0.0431691367186329,1,2.33864,species,ERR321480,Bacteroides_thetaiotaomicron_VPI_5482
[Eubacterium] cellulosolvens,29322,508,0.000107280321367917,1,0.0108064,species,ERR321480,Eubacterium_cellulosolvens_6
Anaerostipes hadrus,649756,55402,0.0116998904811522,1,1.28065,species,ERR321480,Anaerostipes_hadrus_DSM_3319
Ethanoligenens harbinense,253239,147,3.10437150415036e-05,1,0.00351794,species,ERR321480,
Bacteroides xylanisolvens,371601,120748,0.025499772134908,1,1.45476,species,ERR321480,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Escherichia coli,562,1370,0.000289318976917414,1,0.0189345,species,ERR321480,Escherichia_coli_O157_H7_str_Sakai|Escherichia_coli_SE11|Escherichia_coli_str_K_12_substr_MG1655|Escherichia_coli_UTI89_UPEC
Butyrivibrio fibrisolvens,831,292,6.16650666130547e-05,1,0.00664396,species,ERR321480,Butyrivibrio_fibrisolvens_16_4
Megamonas hypermegale,158847,101,2.13293552325977e-05,1,0.00329059,species,ERR321480,Megamonas_hypermegale_ART12_1
[Eubacterium] sulci,143393,161,3.40002593311706e-05,1,0.00666444,species,ERR321480,Eubacterium_sulci_ATCC_35585
Ruminococcus bromii,40518,161551,0.0341166204671424,1,5.17174,species,ERR321480,Ruminococcus_bromii_L2_63
Ruminococcus sp. SR1/5,657323,10089,0.00213061252417503,1,0.204876,species,ERR321480,Ruminococcus_sp_SR1_5
Bacteroides salanitronis,376805,14773,0.00311978777080362,1,0.246862,species,ERR321480,
Oscillibacter valericigenes,351091,1935,0.000408636657178975,1,0.0311634,species,ERR321480,
Bacteroides helcogenes,290053,24654,0.0052064744941036,1,0.443893,species,ERR321480,
Ruminococcus albus,1264,228,4.81494355745769e-05,1,0.00366254,species,ERR321480,Ruminococcus_albus_7
Alistipes shahii,328814,16789,0.00354553014851567,1,0.321208,species,ERR321480,Alistipes_shahii_WAL_8301
Treponema succinifaciens,167,578,0.000122063042816252,1,0.014363,species,ERR321480,
Coprococcus catus,116085,16692,0.00352504552022297,1,0.341165,species,ERR321480,Coprococcus_catus_GD_7
Coprococcus sp. ART55/1,751585,4772,0.0010077592393065,1,0.110017,species,ERR321480,
Prevotella denticola,28129,1895,0.000400189387779927,1,0.0464463,species,ERR321480,Prevotella_denticola_DSM20614|Prevotella_denticola_F0289
Peptoniphilus sp. 1-1,875453,265,5.59631597686969e-05,1,0.0119113,species,ERR321480,
,0,1616862,0.341451722377112,0,0,species,ERR321480,
Eubacterium limosum,1736,216,4.05464155091541e-05,1,0.00360275,species,ERR321487,Eubacterium_limosum_KIST612
[Eubacterium] sulci,143393,68,1.27646122899189e-05,1,0.0028148,species,ERR321487,Eubacterium_sulci_ATCC_35585
Coprococcus sp. ART55/1,751585,6002,0.00112666474947196,1,0.138374,species,ERR321487,
Coprococcus catus,116085,9929,0.00186382110921477,1,0.202937,species,ERR321487,Coprococcus_catus_GD_7
Alistipes shahii,328814,7472,0.00140260563279815,1,0.142955,species,ERR321487,Alistipes_shahii_WAL_8301
Odoribacter splanchnicus,28118,51213,0.00961344248828847,1,0.839502,species,ERR321487,Odoribacter_splanchnicus_1651_6_DSM_20712
Ruminococcus albus,1264,171,3.20992456114137e-05,1,0.00274691,species,ERR321487,Ruminococcus_albus_7
Bacteroides helcogenes,290053,28815,0.00540900445785313,1,0.518812,species,ERR321487,
Oscillibacter valericigenes,351091,420,7.88402523789108e-05,1,0.00676414,species,ERR321487,
Chryseobacterium gallinarum,1324352,710,0.000133277569497682,1,0.0110324,species,ERR321487,
Streptococcus sp. HSISM1,1316408,410,7.69631035127462e-05,1,0.0126446,species,ERR321487,
Bacteroides xylanisolvens,371601,428985,0.0805268706351596,1,5.16837,species,ERR321487,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Blautia obeum,40520,16361,0.00307120325993181,1,0.313505,species,ERR321487,Blautia_obeum_ATCC_29174|Ruminococcus_obeum_A2_162
Ruminococcus bicirculans,1160721,54587,0.0102467925157324,1,1.32398,species,ERR321487,Ruminococcus_bicirculans_80_3
Streptococcus sp. I-G2,1156431,126,2.36520757136732e-05,1,0.00455292,species,ERR321487,Streptococcus_sp_I_G2
[Eubacterium] cellulosolvens,29322,242,4.54270025611819e-05,1,0.00514794,species,ERR321487,Eubacterium_cellulosolvens_6
Streptococcus sp. I-P16,1156433,85,1.59557653623986e-05,1,0.00302434,species,ERR321487,Streptococcus_sp_I_P16
Bifidobacterium adolescentis,1680,5099,0.0009571582068573,2,0.171041,species,ERR321487,Bifidobacterium_adolescentis_ATCC_15703
Streptococcus salivarius,1304,3001,0.000563332374735979,1,0.0991349,species,ERR321487,Streptococcus_salivarius_JIM8777
Clostridium sp. SY8519,1042156,330,6.19459125834299e-05,1,0.00837877,species,ERR321487,Clostridium_sp_SY8519
Lachnoclostridium phytofermentans,66219,177,3.32255349311124e-05,1,0.00262893,species,ERR321487,
Faecalitalea cylindroides,39483,1301,0.000244217067488007,1,0.0476278,species,ERR321487,Eubacterium_cylindroides_T2_87
Bacteroides dorei,357276,566648,0.106368265071441,1,7.12132,species,ERR321487,Bacteroides_dorei_DSM_17855
Mageeibacillus indolicus,884684,88,1.6518910022248e-05,1,0.00350104,species,ERR321487,
[Clostridium] saccharolyticum,84030,8457,0.00158750479611535,2,0.144416,species,ERR321487,
Faecalibacterium prausnitzii,853,54779,0.0102828337739627,2,1.20692,species,ERR321487,Faecalibacterium_cf_prausnitzii_KLE1255|Faecalibacterium_prausnitzii_L2_6|Faecalibacterium_prausnitzii_M21_2|Faecalibacterium_prausnitzii_SL3_3
Acholeplasma brassicae,61635,115,2.15872119608922e-05,1,0.00440943,species,ERR321487,
Barnesiella viscericola,397865,5885,0.00110470210773783,1,0.137712,species,ERR321487,
Prevotella denticola,28129,77,1.4454046269467e-05,1,0.00188726,species,ERR321487,Prevotella_denticola_DSM20614|Prevotella_denticola_F0289
Streptococcus parasanguinis,1318,584,0.000109625493784009,2,0.019443,species,ERR321487,Streptococcus_parasanguinis_ATCC_903
Akkermansia muciniphila,239935,6705,0.00125862831476333,1,0.181209,species,ERR321487,Akkermansia_muciniphila_ATCC_BAA_835
Veillonella parvula,29466,11049,0.0020740617822252,2,0.369144,species,ERR321487,Veillonella_parvula_Te3_DSM_2008
Megasphaera elsdenii,907,250,4.69287216541135e-05,1,0.00727356,species,ERR321487,Megasphaera_elsdenii_DSM_20460
Streptococcus sanguinis,1305,124,2.32766459404403e-05,1,0.00373801,species,ERR321487,Streptococcus_sanguinis_SK36
butyrate-producing bacterium SS3/4,245014,33905,0.00636447323073088,1,0.677908,species,ERR321487,
Roseburia intestinalis,166486,407636,0.0765193455207849,2,6.96331,species,ERR321487,Roseburia_intestinalis_L1_82
Adlercreutzia equolifaciens,446660,142,2.66555138995365e-05,1,0.00357167,species,ERR321487,Adlercreutzia_equolifaciens_DSM_19450
[Eubacterium] siraeum,39492,6828,0.00128171724581715,2,0.170123,species,ERR321487,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Eubacterium rectale,39491,415504,0.0779962862486832,3,8.55317,species,ERR321487,Eubacterium_rectale_ATCC_33656|Eubacterium_rectale_M104_1
Bifidobacterium bifidum,1681,1666,0.000312733001103013,1,0.0539434,species,ERR321487,Bifidobacterium_bifidum_BGN4|Bifidobacterium_bifidum_NCIMB_41171|Bifidobacterium_bifidum_PRL2010|Bifidobacterium_bifidum_S17
Streptococcus suis,1307,251,4.711643654073e-05,1,0.00886737,species,ERR321487,
Ruminococcus champanellensis,1161942,441,8.27822649978563e-05,1,0.0123395,species,ERR321487,Ruminococcus_champanellensis_18P13
Anaerostipes hadrus,649756,44871,0.00842295467736692,1,1.03722,species,ERR321487,Anaerostipes_hadrus_DSM_3319
Bifidobacterium kashiwanohense,630129,188,3.52903986838934e-05,1,0.00579146,species,ERR321487,Bifidobacterium_kashiwanohense_DSM_21854
Peptoclostridium difficile,1496,1156,0.000216998408928621,2,0.0199567,species,ERR321487,Clostridium_difficile_CD196|Clostridium_difficile_NAP07|Clostridium_difficile_NAP08|Clostridium_difficile_R20291
Bacteroides coprosuis,151276,125,2.34643608270568e-05,1,0.00300822,species,ERR321487,
Butyrivibrio proteoclasticus,43305,259,4.86181556336616e-05,1,0.00423345,species,ERR321487,
Bacteroides vulgatus,821,193924,0.0364024216722093,1,2.70425,species,ERR321487,Bacteroides_vulgatus_ATCC_8482
Streptococcus sp. VT 162,1419814,255,4.78672960871958e-05,1,0.00897616,species,ERR321487,
[Clostridium] sordellii,1505,129,2.42152203735226e-05,1,0.00260688,species,ERR321487,Clostridium_sordellii_ATCC_9714
Porphyromonadaceae bacterium ING2-E5B,1562970,283,5.31233129124565e-05,1,0.00725402,species,ERR321487,
Tannerella forsythia,28112,357,6.70142145220741e-05,1,0.00754774,species,ERR321487,Tannerella_forsythia_ATCC_43037
Bacteroides thetaiotaomicron,818,174501,0.0327564354294579,1,1.99639,species,ERR321487,Bacteroides_thetaiotaomicron_VPI_5482
butyrate-producing bacterium SM4/1,245012,2836,0.000532359418444264,1,0.0656807,species,ERR321487,
Prevotella ruminicola,839,172,3.22869604980301e-05,1,0.00342141,species,ERR321487,Prevotella_ruminicola_23
Butyrivibrio fibrisolvens,831,353,6.62633549756083e-05,1,0.00803191,species,ERR321487,Butyrivibrio_fibrisolvens_16_4
Parvimonas micra,33033,77,1.4454046269467e-05,1,0.00340748,species,ERR321487,Parvimonas_micra_ATCC_33270
Bacteroides salanitronis,376805,11489,0.00215665633233644,1,0.191986,species,ERR321487,
Bacteroides fragilis,817,33327,0.00625597402626657,4,0.452572,species,ERR321487,Bacteroides_fragilis_3_1_12|Bacteroides_fragilis_638R|Bacteroides_fragilis_NCTC_9343|Bacteroides_fragilis_YCH46
Roseburia hominis,301301,8892,0.00166916077179351,1,0.17823,species,ERR321487,Roseburia_hominis_A2_183
Haemophilus parainfluenzae,729,548,0.000102867757865817,1,0.0189067,species,ERR321487,Haemophilus_parainfluenzae_T3T1
Prevotella melaninogenica,28132,944,0.000177202852965933,1,0.0214526,species,ERR321487,Prevotella_melaninogenica_ATCC_25845
Parabacteroides distasonis,823,275430,0.05170231122077,1,4.12168,species,ERR321487,Parabacteroides_distasonis_ATCC_8503
Campylobacter coli,195,753,0.00014134930962219,1,0.0313011,species,ERR321487,Campylobacter_coli_JV20
[Eubacterium] eligens,39485,159255,0.0298945342681034,1,4.0497,species,ERR321487,Eubacterium_eligens_ATCC_27750
Filifactor alocis,143361,887,0.000166503104428795,1,0.0330728,species,ERR321487,Filifactor_alocis_ATCC_35896
Candidatus Saccharibacteria oral taxon TM7x,1476577,19,3.56658284571263e-06,1,0.00194005,species,ERR321487,
Streptococcus pyogenes,1314,74,1.38909016096176e-05,1,0.00286397,species,ERR321487,
Acholeplasma palmae,38986,94,1.76451993419467e-05,1,0.00435457,species,ERR321487,
Lactococcus lactis,1358,481,9.02908604625145e-05,1,0.0134381,species,ERR321487,
Alistipes finegoldii,214856,18390,0.00345207676487659,1,0.354578,species,ERR321487,Alistipes_finegoldii_DSM_17242
Bifidobacterium catenulatum,1686,167,3.13483860649479e-05,1,0.00578209,species,ERR321487,Bifidobacterium_catenulatum_DSM_16992
Prevotella intermedia,28131,96,1.80206291151796e-05,1,0.00256052,species,ERR321487,Prevotella_intermedia_17|Prevotella_intermedia_ATCC_25611
[Ruminococcus] torques,33039,20545,0.00385660234553505,1,0.442663,species,ERR321487,Ruminococcus_torques_ATCC_27756|Ruminococcus_torques_L2_14
Ruminococcus bromii,40518,166928,0.0313348705931115,1,5.34387,species,ERR321487,Ruminococcus_bromii_L2_63
Ruminococcus sp. SR1/5,657323,43366,0.00814044377300915,1,0.880626,species,ERR321487,Ruminococcus_sp_SR1_5
,0,2029203,0.380911611066769,0,0,species,ERR321487,
Prevotella dentalis,52227,10469,0.00135962910658251,1,0.271862,species,ERR321493,
Eubacterium limosum,1736,1488,0.000193249413563356,1,0.0299895,species,ERR321493,Eubacterium_limosum_KIST612
[Eubacterium] sulci,143393,365,4.74032499668177e-05,1,0.0182565,species,ERR321493,Eubacterium_sulci_ATCC_35585
Coprococcus sp. ART55/1,751585,389698,0.0506108265905998,1,10.8561,species,ERR321493,
Coprococcus catus,116085,57926,0.00752296070569283,1,1.43059,species,ERR321493,Coprococcus_catus_GD_7
Alistipes shahii,328814,49009,0.00636489281540759,1,1.13299,species,ERR321493,Alistipes_shahii_WAL_8301
Coriobacterium glomerans,33871,194,2.51951520371579e-05,1,0.00797757,species,ERR321493,
Ruminococcus albus,1264,853,0.000110780745812864,1,0.0165571,species,ERR321493,Ruminococcus_albus_7
Bacteroides helcogenes,290053,10568,0.00137248642643652,1,0.229917,species,ERR321493,
Oscillibacter valericigenes,351091,3445,0.000447408756536129,1,0.0670408,species,ERR321493,
Rothia mucilaginosa,43675,231,3.00004129926983e-05,1,0.0088744,species,ERR321493,Rothia_mucilaginosa_DY_18
Bacteroides salanitronis,376805,4351,0.000565072713988011,1,0.0878541,species,ERR321493,
Selenomonas sp. oral taxon 478,712538,924,0.000120001651970793,1,0.0351941,species,ERR321493,
Ruminococcus sp. SR1/5,657323,125304,0.0162734707776497,1,3.07464,species,ERR321493,Ruminococcus_sp_SR1_5
Ruminococcus bromii,40518,53502,0.00694840734171146,1,2.06959,species,ERR321493,Ruminococcus_bromii_L2_63
Ethanoligenens harbinense,253239,378,4.90915848971427e-05,1,0.0109308,species,ERR321493,
Anaerostipes hadrus,649756,338954,0.0440206059979527,1,9.46742,species,ERR321493,Anaerostipes_hadrus_DSM_3319
[Eubacterium] cellulosolvens,29322,648,8.41570026808161e-05,1,0.0166563,species,ERR321493,Eubacterium_cellulosolvens_6
Olsenella uli,133926,215,2.79224623092214e-05,1,0.00911596,species,ERR321493,Olsenella_uli_DSM_7084
Porphyromonas asaccharolytica,28123,114,1.48053986197732e-05,1,0.00453629,species,ERR321493,Porphyromonas_asaccharolytica_DSM_20707
Roseburia hominis,301301,259893,0.0337528023113045,1,6.29452,species,ERR321493,Roseburia_hominis_A2_183
Prevotella sp. oral taxon 299,652716,836,0.00010857292321167,1,0.0293241,species,ERR321493,
Bifidobacterium catenulatum,1686,957,0.000124287425255465,1,0.0400375,species,ERR321493,Bifidobacterium_catenulatum_DSM_16992
Bifidobacterium pseudocatenulatum,28026,984,0.000127793967033832,1,0.0369996,species,ERR321493,Bifidobacterium_pseudocatenulatum_DSM_20438
Filifactor alocis,143361,7266,0.000943649354133966,1,0.327363,species,ERR321493,Filifactor_alocis_ATCC_35896
Lactobacillus ruminis,1623,11583,0.00150430642291959,1,0.48761,species,ERR321493,Lactobacillus_ruminis_ATCC_25644
Bifidobacterium adolescentis,1680,130088,0.0168947780320093,2,5.27277,species,ERR321493,Bifidobacterium_adolescentis_ATCC_15703
Ornithobacterium rhinotracheale,28251,581,7.54555841937564e-05,1,0.02108,species,ERR321493,
Bacteroides xylanisolvens,371601,185164,0.0240476037722078,1,2.6956,species,ERR321493,Bacteroides_ovatus_SD_CC_2a|Bacteroides_xylanisolvens_SD_CC_1b|Bacteroides_xylanisolvens_XB1A
Faecalitalea cylindroides,39483,14117,0.00183340186241525,1,0.624471,species,ERR321493,Eubacterium_cylindroides_T2_87
Bacteroides dorei,357276,314934,0.0409010825343829,1,4.78248,species,ERR321493,Bacteroides_dorei_DSM_17855
Lachnoclostridium phytofermentans,66219,387,5.02604321565985e-05,1,0.00694551,species,ERR321493,
[Clostridium] saccharolyticum,84030,31773,0.00412642044163205,2,0.655607,species,ERR321493,
Streptococcus sanguinis,1305,2172,0.000282081805281995,1,0.0791162,species,ERR321493,Streptococcus_sanguinis_SK36
Adlercreutzia equolifaciens,446660,3534,0.000458967357212969,1,0.107408,species,ERR321493,Adlercreutzia_equolifaciens_DSM_19450
[Eubacterium] siraeum,39492,9873,0.00128222544362299,2,0.297239,species,ERR321493,Eubacterium_siraeum_70_3|Eubacterium_siraeum_DSM_15702
Bifidobacterium longum,216816,11208,0.0014556044537756,4,0.384495,species,ERR321493,Bifidobacterium_longum_DJO10A|Bifidobacterium_longum_E18|Bifidobacterium_longum_infantis_157F_NC|Bifidobacterium_longum_infantis_ATCC_15697|Bifidobacterium_longum_longum_ATCC_55813|Bifidobacterium_longum_longum_BBMN68|Bifidobacterium_longum_longum_CCUG_52486|Bifidobacterium_longum_longum_JCM_1217|Bifidobacterium_longum_longum_JDM301|Bifidobacterium_longum_NCC2705
[Clostridium] cellulosi,29343,181,2.35068171068329e-05,1,0.00706277,species,ERR321493,
Bacteroides thetaiotaomicron,818,103128,0.0133934311303506,1,1.42564,species,ERR321493,Bacteroides_thetaiotaomicron_VPI_5482
